,sc_id,supercon_formula,cleaned_formula,material_dict,highest_Tc,average_Tc,std_Tc,entry_count,composition
0,[12787],Ag0.002Al0.998,Ag0.002Al0.998,"{'Ag': 0.002, 'Al': 0.998}",1.1280000000000001,1.1280000000000001,0.0,1,Ag0.002 Al0.998
1,[12816],Ag0.005Zn0.995,Ag0.005Zn0.995,"{'Ag': 0.005, 'Zn': 0.995}",0.763,0.763,0.0,1,Ag0.005 Zn0.995
2,[25145],Bi3.99Ag0.01S3O4,Bi3.99Ag0.01S3O4,"{'Ag': 0.01, 'Bi': 3.99, 'O': 4.0, 'S': 3.0}",4.31,4.31,0.0,1,Bi3.99 Ag0.01 S3 O4
3,[23179],Sr1Pd1.98Ag0.02Ge2,Sr1Pd1.98Ag0.02Ge2,"{'Ag': 0.02, 'Ge': 2.0, 'Pd': 1.98, 'Sr': 1.0}",2.64,2.64,0.0,1,Sr1 Pd1.98 Ag0.02 Ge2
4,[25146],Bi3.97Ag0.03S3O4,Bi3.97Ag0.03S3O4,"{'Ag': 0.03, 'Bi': 3.9699999999999998, 'O': 4.0, 'S': 3.0}",4.2,4.2,0.0,1,Bi3.97 Ag0.03 S3 O4
5,[14866],Ag0.03Tl0.97,Ag0.03Tl0.97,"{'Ag': 0.03, 'Tl': 0.97}",2.67,2.67,0.0,1,Ag0.03 Tl0.97
6,[12794],Ag0.035Cd0.01Sn0.955,Ag0.035Cd0.01Sn0.955,"{'Ag': 0.035, 'Cd': 0.01, 'Sn': 0.9550000000000001}",3.65,3.65,0.0,1,Ag0.035 Cd0.01 Sn0.955
7,[13],Ba0.1La1.9Ag0.05Cu0.95O4-Y,Ba0.1La1.9Ag0.05Cu0.95O4,"{'Ag': 0.05, 'Ba': 0.1, 'Cu': 0.9500000000000001, 'La': 1.9, 'O': 4.0}",27.0,27.0,0.0,1,Ba0.1 La1.9 Ag0.05 Cu0.95 O4
8,[25147],Bi3.95Ag0.05S3O4,Bi3.95Ag0.05S3O4,"{'Ag': 0.05, 'Bi': 3.95, 'O': 4.0, 'S': 3.0}",3.52,3.52,0.0,1,Bi3.95 Ag0.05 S3 O4
9,[12802],Ag0.05Rh0.04Ti0.91,Ag0.05Rh0.04Ti0.91,"{'Ag': 0.05, 'Rh': 0.04, 'Ti': 0.91}",1.9500000000000002,1.9500000000000002,0.0,1,Ag0.05 Rh0.04 Ti0.91
10,[19305],Sn0.92Ag0.05Te1,Sn0.92Ag0.05Te1,"{'Ag': 0.05, 'Sn': 0.92, 'Te': 1.0}",1.6600000000000001,1.6600000000000001,0.0,1,Sn0.92 Ag0.05 Te1
11,[25148],Bi3.93Ag0.07S3O4,Bi3.93Ag0.07S3O4,"{'Ag': 0.07, 'Bi': 3.93, 'O': 4.0, 'S': 3.0}",2.1,2.1,0.0,1,Bi3.93 Ag0.07 S3 O4
12,[19304],Sn0.9Ag0.07Te1,Sn0.9Ag0.07Te1,"{'Ag': 0.07, 'Sn': 0.9, 'Te': 1.0}",1.73,1.73,0.0,1,Sn0.9 Ag0.07 Te1
13,"[2, 14]",Ba0.1La1.9Ag0.1Cu0.9O4-Y,Ba0.1La1.9Ag0.1Cu0.9O4,"{'Ag': 0.1, 'Ba': 0.1, 'Cu': 0.9, 'La': 1.9, 'O': 4.0}",27.0,26.5,0.5,2,Ba0.1 La1.9 Ag0.1 Cu0.9 O4
14,[25149],Bi3.9Ag0.1S3O4,Bi3.9Ag0.1S3O4,"{'Ag': 0.1, 'Bi': 3.9, 'O': 4.0, 'S': 3.0}",1.99,1.99,0.0,1,Bi3.9 Ag0.1 S3 O4
15,[2144],La1.85Ce0.15Cu0.9Ag0.1O4-Z,La1.85Ce0.15Cu0.9Ag0.1O4,"{'Ag': 0.1, 'Ce': 0.15, 'Cu': 0.9, 'La': 1.85, 'O': 4.0}",22.0,22.0,0.0,1,La1.85 Ce0.15 Cu0.9 Ag0.1 O4
16,[23180],Sr1Pd1.9Ag0.1Ge2,Sr1Pd1.9Ag0.1Ge2,"{'Ag': 0.1, 'Ge': 2.0, 'Pd': 1.9, 'Sr': 1.0}",2.62,2.62,0.0,1,Sr1 Pd1.9 Ag0.1 Ge2
17,[14862],Ag0.1In0.9Te1,Ag0.1In0.9Te1,"{'Ag': 0.1, 'In': 0.9, 'Te': 1.0}",1.2,1.2,0.0,1,Ag0.1 In0.9 Te1
18,"[12573, 19303]",Sn0.87Ag0.1Te1,Sn0.87Ag0.1Te1,"{'Ag': 0.1, 'Sn': 0.87, 'Te': 1.0}",1.88,1.83,0.05,2,Sn0.87 Ag0.1 Te1
19,[12817],Ag0.1Tl0.9,Ag0.1Tl0.9,"{'Ag': 0.1, 'Tl': 0.9}",3.5700000000000003,3.5700000000000003,0.0,1,Ag0.1 Tl0.9
20,[12797],Ag0.12In0.88,Ag0.12In0.88,"{'Ag': 0.12, 'In': 0.88}",4.69,4.69,0.0,1,Ag0.12 In0.88
21,[513],Y1Ba2Cu2.85Ag0.15O7,Y1Ba2Cu2.85Ag0.15O7,"{'Ag': 0.15, 'Ba': 2.0, 'Cu': 2.85, 'O': 7.0, 'Y': 1.0}",90.0,90.0,0.0,1,Y1 Ba2 Cu2.85 Ag0.15 O7
22,[12784],Ag0.15Bi0.85,Ag0.15Bi0.85,"{'Ag': 0.15, 'Bi': 0.85}",5.3,5.3,0.0,1,Ag0.15 Bi0.85
23,[12804],Ag0.15Pb0.975Sn0.01,Ag0.15Pb0.975Sn0.01,"{'Ag': 0.15, 'Pb': 0.975, 'Sn': 0.01}",7.25,7.25,0.0,1,Ag0.15 Pb0.975 Sn0.01
24,[24683],Sn0.85Ag0.15Te1,Sn0.85Ag0.15Te1,"{'Ag': 0.15, 'Sn': 0.85, 'Te': 1.0}",2.15,2.15,0.0,1,Sn0.85 Ag0.15 Te1
25,[166],Y1Ba1.99Cu2.847Ag0.153O6.7,Y1Ba1.99Cu2.847Ag0.153O6.7,"{'Ag': 0.153, 'Ba': 1.99, 'Cu': 2.847, 'O': 6.7, 'Y': 1.0}",86.0,86.0,0.0,1,Y1 Ba1.99 Cu2.847 Ag0.153 O6.7
26,[12788],Ag0.167Al0.833,Ag0.167Al0.833,"{'Ag': 0.167, 'Al': 0.833}",0.88,0.88,0.0,1,Ag0.167 Al0.833
27,[24503],Ba1Ag0.2Si1.8,Ba1Ag0.2Si1.8,"{'Ag': 0.2, 'Ba': 1.0, 'Si': 1.8}",3.2,3.2,0.0,1,Ba1 Ag0.2 Si1.8
28,[2145],La1.85Ce0.15Cu0.8Ag0.2O4-Z,La1.85Ce0.15Cu0.8Ag0.2O4,"{'Ag': 0.2, 'Ce': 0.15, 'Cu': 0.8, 'La': 1.85, 'O': 4.0}",16.5,16.5,0.0,1,La1.85 Ce0.15 Cu0.8 Ag0.2 O4
29,[23181],Sr1Pd1.8Ag0.2Ge2,Sr1Pd1.8Ag0.2Ge2,"{'Ag': 0.2, 'Ge': 2.0, 'Pd': 1.8, 'Sr': 1.0}",2.52,2.52,0.0,1,Sr1 Pd1.8 Ag0.2 Ge2
30,[14877],Ag0.2In0.8Te1,Ag0.2In0.8Te1,"{'Ag': 0.2, 'In': 0.8, 'Te': 1.0}",0.77,0.77,0.0,1,Ag0.2 In0.8 Te1
31,"[24684, 24825, 24829]",Sn0.8Ag0.2Te1,Sn0.8Ag0.2Te1,"{'Ag': 0.2, 'Sn': 0.8, 'Te': 1.0}",2.29,1.8633333333,0.4754179448,3,Sn0.8 Ag0.2 Te1
32,[15],Ba0.1La1.9Ag0.25Cu0.75O4-Y,Ba0.1La1.9Ag0.25Cu0.75O4,"{'Ag': 0.25, 'Ba': 0.1, 'Cu': 0.75, 'La': 1.9, 'O': 4.0}",26.0,26.0,0.0,1,Ba0.1 La1.9 Ag0.25 Cu0.75 O4
33,[3986],Ag0.25Cu0.75Ba2Ca3Cu4O11-z,Ag0.25Cu0.75Ba2Ca3Cu4O11,"{'Ag': 0.25, 'Ba': 2.0, 'Ca': 3.0, 'Cu': 4.75, 'O': 11.0}",117.1,117.1,0.0,1,Ag0.25 Cu4.75 Ba2 Ca3 O11
34,[24685],Sn0.75Ag0.25Te1,Sn0.75Ag0.25Te1,"{'Ag': 0.25, 'Sn': 0.75, 'Te': 1.0}",2.2,2.2,0.0,1,Sn0.75 Ag0.25 Te1
35,[24501],Ba1Ag0.3Si1.7,Ba1Ag0.3Si1.7,"{'Ag': 0.30000000000000004, 'Ba': 1.0, 'Si': 1.7000000000000002}",3.2,3.2,0.0,1,Ba1 Ag0.3 Si1.7
36,[2146],La1.85Ce0.15Cu0.7Ag0.3O4-Z,La1.85Ce0.15Cu0.7Ag0.3O4,"{'Ag': 0.30000000000000004, 'Ce': 0.15, 'Cu': 0.7000000000000001, 'La': 1.85, 'O': 4.0}",17.2,17.2,0.0,1,La1.85 Ce0.15 Cu0.7 Ag0.3 O4
37,[11750],Pd0.7Ag0.3H0.8,Pd0.7Ag0.3H0.8,"{'Ag': 0.30000000000000004, 'H': 0.8, 'Pd': 0.7000000000000001}",15.6,15.6,0.0,1,Pd0.7 Ag0.3 H0.8
38,[24686],Sn0.67Ag0.33Te1,Sn0.67Ag0.33Te1,"{'Ag': 0.33, 'Sn': 0.67, 'Te': 1.0}",1.9500000000000002,1.9500000000000002,0.0,1,Sn0.67 Ag0.33 Te1
39,[24506],Ba1Ag0.4Si1.6,Ba1Ag0.4Si1.6,"{'Ag': 0.4, 'Ba': 1.0, 'Si': 1.6}",2.79,2.79,0.0,1,Ba1 Ag0.4 Si1.6
40,[24712],Hg0.3La0.7Ba2Ca3Cu3.6Ag0.4O10-z,Hg0.3La0.7Ba2Ca3Cu3.6Ag0.4O10,"{'Ag': 0.4, 'Ba': 2.0, 'Ca': 3.0, 'Cu': 3.6, 'Hg': 0.30000000000000004, 'La': 0.7000000000000001, 'O': 10.0}",121.6,121.6,0.0,1,Hg0.3 La0.7 Ba2 Ca3 Cu3.6 Ag0.4 O10
41,[2147],La1.85Ce0.15Cu0.6Ag0.4O4-Z,La1.85Ce0.15Cu0.6Ag0.4O4,"{'Ag': 0.4, 'Ce': 0.15, 'Cu': 0.6000000000000001, 'La': 1.85, 'O': 4.0}",19.0,19.0,0.0,1,La1.85 Ce0.15 Cu0.6 Ag0.4 O4
42,[24687],Sn0.6Ag0.4Te1,Sn0.6Ag0.4Te1,"{'Ag': 0.4, 'Sn': 0.6000000000000001, 'Te': 1.0}",1.9500000000000002,1.9500000000000002,0.0,1,Sn0.6 Ag0.4 Te1
43,[12799],Ag0.438Hg0.562,Ag0.438Hg0.562,"{'Ag': 0.438, 'Hg': 0.562}",0.64,0.64,0.0,1,Ag0.438 Hg0.562
44,[2148],La1.85Ce0.15Cu0.55Ag0.45O4-Z,La1.85Ce0.15Cu0.55Ag0.45O4,"{'Ag': 0.45, 'Ce': 0.15, 'Cu': 0.55, 'La': 1.85, 'O': 4.0}",17.1,17.1,0.0,1,La1.85 Ce0.15 Cu0.55 Ag0.45 O4
45,[12800],Ag0.45Ge0.55,Ag0.45Ge0.55,"{'Ag': 0.45, 'Ge': 0.55}",1.5,1.5,0.0,1,Ag0.45 Ge0.55
46,[16],Ba0.1La1.9Ag0.5Cu0.5O4-Y,Ba0.1La1.9Ag0.5Cu0.5O4,"{'Ag': 0.5, 'Ba': 0.1, 'Cu': 0.5, 'La': 1.9, 'O': 4.0}",27.0,27.0,0.0,1,Ba0.1 La1.9 Ag0.5 Cu0.5 O4
47,[24509],Ba1Ag0.5Si1.5,Ba1Ag0.5Si1.5,"{'Ag': 0.5, 'Ba': 1.0, 'Si': 1.5}",1.21,1.21,0.0,1,Ba1 Ag0.5 Si1.5
48,[2149],La1.85Ce0.15Cu0.5Ag0.5O4-Z,La1.85Ce0.15Cu0.5Ag0.5O4,"{'Ag': 0.5, 'Ce': 0.15, 'Cu': 0.5, 'La': 1.85, 'O': 4.0}",15.2,15.2,0.0,1,La1.85 Ce0.15 Cu0.5 Ag0.5 O4
49,[19756],Ag0.6Al0.4,Ag0.6Al0.4,"{'Ag': 0.6000000000000001, 'Al': 0.4}",0.088,0.088,0.0,1,Ag0.6 Al0.4
50,[2150],La1.85Ce0.15Cu0.4Ag0.6O4-Z,La1.85Ce0.15Cu0.4Ag0.6O4,"{'Ag': 0.6000000000000001, 'Ce': 0.15, 'Cu': 0.4, 'La': 1.85, 'O': 4.0}",11.1,11.1,0.0,1,La1.85 Ce0.15 Cu0.4 Ag0.6 O4
51,[19755],Ag0.625Al0.375,Ag0.625Al0.375,"{'Ag': 0.625, 'Al': 0.375}",0.106,0.106,0.0,1,Ag0.625 Al0.375
52,[19754],Ag0.65Al0.35,Ag0.65Al0.35,"{'Ag': 0.65, 'Al': 0.35000000000000003}",0.1,0.1,0.0,1,Ag0.65 Al0.35
53,[19753],Ag0.667Al0.333,Ag0.667Al0.333,"{'Ag': 0.667, 'Al': 0.333}",0.126,0.126,0.0,1,Ag0.667 Al0.333
54,[19752],Ag0.7Al0.3,Ag0.7Al0.3,"{'Ag': 0.7000000000000001, 'Al': 0.30000000000000004}",0.11,0.11,0.0,1,Ag0.7 Al0.3
55,[19254],Ag0.7Mo3Se4,Ag0.7Mo3Se4,"{'Ag': 0.7000000000000001, 'Mo': 3.0, 'Se': 4.0}",5.96,5.96,0.0,1,Ag0.7 Mo3 Se4
56,[19144],Ag0.7Mo4Se5,Ag0.7Mo4Se5,"{'Ag': 0.7000000000000001, 'Mo': 4.0, 'Se': 5.0}",5.96,5.96,0.0,1,Ag0.7 Mo4 Se5
57,[19333],Ag0.7Zn0.3,Ag0.7Zn0.3,"{'Ag': 0.7000000000000001, 'Zn': 0.30000000000000004}",0.0125,0.0125,0.0,1,Ag0.7 Zn0.3
58,[20207],Ag0.76Sn1.24Se2,Ag0.76Sn1.24Se2,"{'Ag': 0.76, 'Se': 2.0, 'Sn': 1.24}",6.72,6.72,0.0,1,Ag0.76 Sn1.24 Se2
59,[19766],Ag0.775Sn0.225,Ag0.775Sn0.225,"{'Ag': 0.775, 'Sn': 0.225}",0.09,0.09,0.0,1,Ag0.775 Sn0.225
60,[19765],Ag0.795Sn0.205,Ag0.795Sn0.205,"{'Ag': 0.795, 'Sn': 0.20500000000000002}",0.09,0.09,0.0,1,Ag0.795 Sn0.205
61,[24713],Hg0.3La0.7Ba2Ca3Cu3.2Ag0.8O10-z,Hg0.3La0.7Ba2Ca3Cu3.2Ag0.8O10,"{'Ag': 0.8, 'Ba': 2.0, 'Ca': 3.0, 'Cu': 3.2, 'Hg': 0.30000000000000004, 'La': 0.7000000000000001, 'O': 10.0}",126.8,126.8,0.0,1,Hg0.3 La0.7 Ba2 Ca3 Cu3.2 Ag0.8 O10
62,[14869],Ag0.8Ga0.2,Ag0.8Ga0.2,"{'Ag': 0.8, 'Ga': 0.2}",6.5,6.5,0.0,1,Ag0.8 Ga0.2
63,[19332],Ag0.81In0.19,Ag0.81In0.19,"{'Ag': 0.81, 'In': 0.19}",0.0074,0.0074,0.0,1,Ag0.81 In0.19
64,"[16572, 20206]",Ag0.81Sn1.19Se2,Ag0.81Sn1.19Se2,"{'Ag': 0.81, 'Se': 2.0, 'Sn': 1.19}",6.47,6.415,0.055,2,Ag0.81 Sn1.19 Se2
65,[19764],Ag0.815Sn0.185,Ag0.815Sn0.185,"{'Ag': 0.8150000000000001, 'Sn': 0.185}",0.06,0.06,0.0,1,Ag0.815 Sn0.185
66,[19763],Ag0.82Sn0.18,Ag0.82Sn0.18,"{'Ag': 0.8200000000000001, 'Sn': 0.18}",0.066,0.066,0.0,1,Ag0.82 Sn0.18
67,[19762],Ag0.825Sn0.175,Ag0.825Sn0.175,"{'Ag': 0.8250000000000001, 'Sn': 0.17500000000000002}",0.055,0.055,0.0,1,Ag0.825 Sn0.175
68,[19330],Ag0.828Ga0.172,Ag0.828Ga0.172,"{'Ag': 0.8280000000000001, 'Ga': 0.17200000000000001}",0.116,0.116,0.0,1,Ag0.828 Ga0.172
69,[19761],Ag0.835Sn0.165,Ag0.835Sn0.165,"{'Ag': 0.835, 'Sn': 0.165}",0.047,0.047,0.0,1,Ag0.835 Sn0.165
70,[19759],Ag0.845Sb0.155,Ag0.845Sb0.155,"{'Ag': 0.845, 'Sb': 0.155}",0.037,0.037,0.0,1,Ag0.845 Sb0.155
71,[19760],Ag0.845Sn0.155,Ag0.845Sn0.155,"{'Ag': 0.845, 'Sn': 0.155}",0.025,0.025,0.0,1,Ag0.845 Sn0.155
72,"[16571, 20205]",Ag0.85Sn1.15Se2,Ag0.85Sn1.15Se2,"{'Ag': 0.85, 'Se': 2.0, 'Sn': 1.15}",6.23,6.175,0.055,2,Ag0.85 Sn1.15 Se2
73,[19758],Ag0.865Sb0.135,Ag0.865Sb0.135,"{'Ag': 0.865, 'Sb': 0.135}",0.028,0.028,0.0,1,Ag0.865 Sb0.135
74,[19331],Ag0.875Ga0.125,Ag0.875Ga0.125,"{'Ag': 0.875, 'Ga': 0.125}",0.019,0.019,0.0,1,Ag0.875 Ga0.125
75,[19757],Ag0.885Sb0.115,Ag0.885Sb0.115,"{'Ag': 0.885, 'Sb': 0.115}",0.019,0.019,0.0,1,Ag0.885 Sb0.115
76,[17238],Ag0.9Ga0.1,Ag0.9Ga0.1,"{'Ag': 0.9, 'Ga': 0.1}",0.006500000000000001,0.006500000000000001,0.0,1,Ag0.9 Ga0.1
77,[16574],Ag0.9Sn1.1Se1.8S0.2,Ag0.9Sn1.1Se1.8S0.2,"{'Ag': 0.9, 'S': 0.2, 'Se': 1.8, 'Sn': 1.1}",6.79,6.79,0.0,1,Ag0.9 Sn1.1 Se1.8 S0.2
78,[16570],Ag0.92Sn1.08Se2,Ag0.92Sn1.08Se2,"{'Ag': 0.92, 'Se': 2.0, 'Sn': 1.08}",5.57,5.57,0.0,1,Ag0.92 Sn1.08 Se2
79,"[12819, 14865]",Ag0.94Tl0.06,Ag0.94Tl0.06,"{'Ag': 0.9400000000000001, 'Tl': 0.06}",2.32,2.32,0.0,2,Ag0.94 Tl0.06
80,"[16569, 20204]",Ag0.95Sn1.05Se2,Ag0.95Sn1.05Se2,"{'Ag': 0.9500000000000001, 'Se': 2.0, 'Sn': 1.05}",5.28,5.245,0.035,2,Ag0.95 Sn1.05 Se2
81,[18852],Ag1B2,Ag1B2,"{'Ag': 1.0, 'B': 2.0}",6.7,6.7,0.0,1,Ag1 B2
82,[20016],Ag1Ba2Ca2Cu3O9-z,Ag1Ba2Ca2Cu3O9,"{'Ag': 1.0, 'Ba': 2.0, 'Ca': 2.0, 'Cu': 3.0, 'O': 9.0}",110.0,110.0,0.0,1,Ag1 Ba2 Ca2 Cu3 O9
83,[20017],Ag1Ba2Ca3Cu4O11-z,Ag1Ba2Ca3Cu4O11,"{'Ag': 1.0, 'Ba': 2.0, 'Ca': 3.0, 'Cu': 4.0, 'O': 11.0}",117.0,117.0,0.0,1,Ag1 Ba2 Ca3 Cu4 O11
84,[20018],Ag1Ba2Ca4Cu5O13-z,Ag1Ba2Ca4Cu5O13,"{'Ag': 1.0, 'Ba': 2.0, 'Ca': 4.0, 'Cu': 5.0, 'O': 13.0}",105.0,105.0,0.0,1,Ag1 Ba2 Ca4 Cu5 O13
85,[20019],Ag1Ba2Ca5Cu6O15-z,Ag1Ba2Ca5Cu6O15,"{'Ag': 1.0, 'Ba': 2.0, 'Ca': 5.0, 'Cu': 6.0, 'O': 15.0}",80.0,80.0,0.0,1,Ag1 Ba2 Ca5 Cu6 O15
86,[25173],Ag1Sn0.9Bi0.1Se2,Ag1Sn0.9Bi0.1Se2,"{'Ag': 1.0, 'Bi': 0.1, 'Se': 2.0, 'Sn': 0.9}",5.2,5.2,0.0,1,Ag1 Sn0.9 Bi0.1 Se2
87,[25174],Ag1Sn0.8Bi0.2Se2,Ag1Sn0.8Bi0.2Se2,"{'Ag': 1.0, 'Bi': 0.2, 'Se': 2.0, 'Sn': 0.8}",5.1,5.1,0.0,1,Ag1 Sn0.8 Bi0.2 Se2
88,[25175],Ag1Sn0.7Bi0.3Se2,Ag1Sn0.7Bi0.3Se2,"{'Ag': 1.0, 'Bi': 0.30000000000000004, 'Se': 2.0, 'Sn': 0.7000000000000001}",4.0,4.0,0.0,1,Ag1 Sn0.7 Bi0.3 Se2
89,[14670],Ag1Bi1,Ag1Bi1,"{'Ag': 1.0, 'Bi': 1.0}",2.7800000000000002,2.7800000000000002,0.0,1,Ag1 Bi1
90,[12785],Ag1Bi2,Ag1Bi2,"{'Ag': 1.0, 'Bi': 2.0}",3.0,3.0,0.0,1,Ag1 Bi2
91,[25718],La2Bi3Ag1S6O2,La2Bi3Ag1S6O2,"{'Ag': 1.0, 'Bi': 3.0, 'La': 2.0, 'O': 2.0, 'S': 6.0}",0.5,0.5,0.0,1,La2 Bi3 Ag1 S6 O2
92,[23623],Pb4Ag1Bi6Se14,Pb4Ag1Bi6Se14,"{'Ag': 1.0, 'Bi': 6.0, 'Pb': 4.0, 'Se': 14.0}",1.075,1.075,0.0,1,Pb4 Ag1 Bi6 Se14
93,"[14632, 14868]",Ag1In2,Ag1In2,"{'Ag': 1.0, 'In': 2.0}",2.4,2.35,0.05,2,Ag1 In2
94,"[12795, 12796, 19273]",Ag1La1,Ag1La1,"{'Ag': 1.0, 'La': 1.0}",1.2,1.0733333333,0.0984321537,3,Ag1 La1
95,"[12808, 12809, 19136, 19246]",Ag1Mo4S5,Ag1Mo4S5,"{'Ag': 1.0, 'Mo': 4.0, 'S': 5.0}",8.3,7.885,0.2412985702,4,Ag1 Mo4 S5
96,"[15777, 19112]",Ag1Mo6S8,Ag1Mo6S8,"{'Ag': 1.0, 'Mo': 6.0, 'S': 8.0}",7.7,7.7,0.0,2,Ag1 Mo6 S8
97,[12805],Ag1Nb3,Ag1Nb3,"{'Ag': 1.0, 'Nb': 3.0}",8.28,8.28,0.0,1,Ag1 Nb3
98,[16573],Ag1Sn1Se1.8S0.2,Ag1Sn1Se1.8S0.2,"{'Ag': 1.0, 'S': 0.2, 'Se': 1.8, 'Sn': 1.0}",5.79,5.79,0.0,1,Ag1 Sn1 Se1.8 S0.2
99,"[16568, 20134, 20203, 23088, 25172]",Ag1Sn1Se2,Ag1Sn1Se2,"{'Ag': 1.0, 'Se': 2.0, 'Sn': 1.0}",4.71,4.664,0.0595315043,5,Ag1 Sn1 Se2
100,[12811],Ag1Te3,Ag1Te3,"{'Ag': 1.0, 'Te': 3.0}",2.6,2.6,0.0,1,Ag1 Te3
101,[12818],Ag1Tl1,Ag1Tl1,"{'Ag': 1.0, 'Tl': 1.0}",2.67,2.67,0.0,1,Ag1 Tl1
102,[23624],Pb3.9Ag1.1Bi6Se14,Pb3.9Ag1.1Bi6Se14,"{'Ag': 1.1, 'Bi': 6.0, 'Pb': 3.9, 'Se': 14.0}",1.7000000000000002,1.7000000000000002,0.0,1,Pb3.9 Ag1.1 Bi6 Se14
103,[24714],Hg0.3La0.7Ba2Ca3Cu2.8Ag1.2O10-z,Hg0.3La0.7Ba2Ca3Cu2.8Ag1.2O10,"{'Ag': 1.2, 'Ba': 2.0, 'Ca': 3.0, 'Cu': 2.8, 'Hg': 0.30000000000000004, 'La': 0.7000000000000001, 'O': 10.0}",126.9,126.9,0.0,1,Hg0.3 La0.7 Ba2 Ca3 Cu2.8 Ag1.2 O10
104,[12807],Ag1.2Mo4.8S6,Ag1.2Mo4.8S6,"{'Ag': 1.2, 'Mo': 4.8, 'S': 6.0}",8.9,8.9,0.0,1,Ag1.2 Mo4.8 S6
105,[24715],Hg0.3La0.7Ba2Ca3Cu2Ag2O10-z,Hg0.3La0.7Ba2Ca3Cu2Ag2O10,"{'Ag': 2.0, 'Ba': 2.0, 'Ca': 3.0, 'Cu': 2.0, 'Hg': 0.30000000000000004, 'La': 0.7000000000000001, 'O': 10.0}",106.7,106.7,0.0,1,Hg0.3 La0.7 Ba2 Ca3 Cu2 Ag2 O10
106,[25604],Ce1Ag2Si2,Ce1Ag2Si2,"{'Ag': 2.0, 'Ce': 1.0, 'Si': 2.0}",1.4100000000000001,1.4100000000000001,0.0,1,Ce1 Ag2 Si2
107,[14851],Ag2F1,Ag2F1,"{'Ag': 2.0, 'F': 1.0}",0.066,0.066,0.0,1,Ag2 F1
108,[12792],Ag2I1,Ag2I1,"{'Ag': 2.0, 'I': 1.0}",0.066,0.066,0.0,1,Ag2 I1
109,[12798],Ag2In1,Ag2In1,"{'Ag': 2.0, 'In': 1.0}",2.11,2.11,0.0,1,Ag2 In1
110,[12803],Ag2Pb3S1,Ag2Pb3S1,"{'Ag': 2.0, 'Pb': 3.0, 'S': 1.0}",1.13,1.13,0.0,1,Ag2 Pb3 S1
111,"[16567, 25376]",Ag2Pd3S1,Ag2Pd3S1,"{'Ag': 2.0, 'Pd': 3.0, 'S': 1.0}",2.25,1.69,0.56,2,Ag2 Pd3 S1
112,[14651],Ag3.3Al1,Ag3.3Al1,"{'Ag': 3.3, 'Al': 1.0}",0.34,0.34,0.0,1,Ag3.3 Al1
113,[12801],Ag4Ge1,Ag4Ge1,"{'Ag': 4.0, 'Ge': 1.0}",0.85,0.85,0.0,1,Ag4 Ge1
114,"[11237, 11360]",Ag5Pb2O6,Ag5Pb2O6,"{'Ag': 5.0, 'O': 6.0, 'Pb': 2.0}",0.0524,0.0502,0.0022,2,Ag5 Pb2 O6
115,"[12786, 22436]",Ag7F4O8B1,Ag7F4O8B1,"{'Ag': 7.0, 'B': 1.0, 'F': 4.0, 'O': 8.0}",0.15,0.15,0.0,2,Ag7 F4 O8 B1
116,[11363],Ag7B4F4O8,Ag7B4F4O8,"{'Ag': 7.0, 'B': 4.0, 'F': 4.0, 'O': 8.0}",0.15,0.15,0.0,1,Ag7 B4 F4 O8
117,"[12790, 14867]",Ag7F0.25N0.75O10.25,Ag7F0.25N0.75O10.25,"{'Ag': 7.0, 'F': 0.25, 'N': 0.75, 'O': 10.25}",1.04,0.9450000000000001,0.095,2,Ag7 F0.25 N0.75 O10.25
118,"[11362, 12789, 14852, 22435]",Ag7F1O8,Ag7F1O8,"{'Ag': 7.0, 'F': 1.0, 'O': 8.0}",0.30000000000000004,0.30000000000000004,0.0,4,Ag7 F1 O8
119,"[12791, 20389, 20569, 22433]",Ag7F2H1O8,Ag7F2H1O8,"{'Ag': 7.0, 'F': 2.0, 'H': 1.0, 'O': 8.0}",1.5,1.44,0.06,4,Ag7 F2 H1 O8
120,"[11361, 12806, 14853, 20122, 20387, 20388, 22432, 22434]",Ag7N1O11,Ag7N1O11,"{'Ag': 7.0, 'N': 1.0, 'O': 11.0}",1.04,1.038125,0.0049607837000000005,8,Ag7 N1 O11
121,[1998],La1.85Sr0.15Cu0.996Al0.004O4,La1.85Sr0.15Cu0.996Al0.004O4,"{'Al': 0.004, 'Cu': 0.996, 'La': 1.85, 'O': 4.0, 'Sr': 0.15}",30.4,30.4,0.0,1,La1.85 Sr0.15 Cu0.996 Al0.004 O4
122,[17854],Al0.005V0.995,Al0.005V0.995,"{'Al': 0.005, 'V': 0.995}",4.82,4.82,0.0,1,Al0.005 V0.995
123,[4023],Pb2Sr2Ho0.05Ca0.5Cu2.994Al0.006O8,Pb2Sr2Ho0.05Ca0.5Cu2.994Al0.006O8,"{'Al': 0.006, 'Ca': 0.5, 'Cu': 2.9939999999999998, 'Ho': 0.05, 'O': 8.0, 'Pb': 2.0, 'Sr': 2.0}",76.4,76.4,0.0,1,Pb2 Sr2 Ho0.05 Ca0.5 Cu2.994 Al0.006 O8
124,[1999],La1.85Sr0.15Cu0.992Al0.008O4,La1.85Sr0.15Cu0.992Al0.008O4,"{'Al': 0.008, 'Cu': 0.992, 'La': 1.85, 'O': 4.0, 'Sr': 0.15}",27.1,27.1,0.0,1,La1.85 Sr0.15 Cu0.992 Al0.008 O4
