,sc_id,supercon_formula,cleaned_formula,material_dict,highest_Tc,average_Tc,std_Tc,entry_count,composition
9324,[20364],Ce1Ir0.3Co0.7In5,Ce1Ir0.3Co0.7In5,"{'Ce': 1.0, 'Co': 0.7000000000000001, 'In': 5.0, 'Ir': 0.30000000000000004}",2.0,2.0,0.0,1,Ce1 Ir0.3 Co0.7 In5
9325,[16521],Ce1Rh0.3Co0.7In5,Ce1Rh0.3Co0.7In5,"{'Ce': 1.0, 'Co': 0.7000000000000001, 'In': 5.0, 'Rh': 0.30000000000000004}",1.42,1.42,0.0,1,Ce1 Rh0.3 Co0.7 In5
9326,[23426],Ce1Co0.7Ru0.3In5,Ce1Co0.7Ru0.3In5,"{'Ce': 1.0, 'Co': 0.7000000000000001, 'In': 5.0, 'Ru': 0.30000000000000004}",2.13,2.13,0.0,1,Ce1 Co0.7 Ru0.3 In5
9327,[12697],Ce1Rh0.29Co0.71In5,Ce1Rh0.29Co0.71In5,"{'Ce': 1.0, 'Co': 0.71, 'In': 5.0, 'Rh': 0.29}",1.56,1.56,0.0,1,Ce1 Rh0.29 Co0.71 In5
9328,[24824],Ce1Co0.75Ni0.25In5,Ce1Co0.75Ni0.25In5,"{'Ce': 1.0, 'Co': 0.75, 'In': 5.0, 'Ni': 0.25}",0.0,0.0,0.0,1,Ce1 Co0.75 Ni0.25 In5
9329,[12698],Ce1Rh0.23Co0.77In5,Ce1Rh0.23Co0.77In5,"{'Ce': 1.0, 'Co': 0.77, 'In': 5.0, 'Rh': 0.23}",1.38,1.38,0.0,1,Ce1 Rh0.23 Co0.77 In5
9330,[24823],Ce1Co0.8Ni0.2In5,Ce1Co0.8Ni0.2In5,"{'Ce': 1.0, 'Co': 0.8, 'In': 5.0, 'Ni': 0.2}",0.88,0.88,0.0,1,Ce1 Co0.8 Ni0.2 In5
9331,[16522],Ce1Rh0.2Co0.8In5,Ce1Rh0.2Co0.8In5,"{'Ce': 1.0, 'Co': 0.8, 'In': 5.0, 'Rh': 0.2}",1.57,1.57,0.0,1,Ce1 Rh0.2 Co0.8 In5
9332,[23425],Ce1Co0.8Ru0.2In5,Ce1Co0.8Ru0.2In5,"{'Ce': 1.0, 'Co': 0.8, 'In': 5.0, 'Ru': 0.2}",2.18,2.18,0.0,1,Ce1 Co0.8 Ru0.2 In5
9333,[25795],Ce1Co0.83Pt0.17In5,Ce1Co0.83Pt0.17In5,"{'Ce': 1.0, 'Co': 0.8300000000000001, 'In': 5.0, 'Pt': 0.17}",0.28,0.28,0.0,1,Ce1 Co0.83 Pt0.17 In5
9334,[12699],Ce1Rh0.13Co0.87In5,Ce1Rh0.13Co0.87In5,"{'Ce': 1.0, 'Co': 0.87, 'In': 5.0, 'Rh': 0.13}",1.73,1.73,0.0,1,Ce1 Rh0.13 Co0.87 In5
9335,[24822],Ce1Co0.875Ni0.125In5,Ce1Co0.875Ni0.125In5,"{'Ce': 1.0, 'Co': 0.875, 'In': 5.0, 'Ni': 0.125}",1.4100000000000001,1.4100000000000001,0.0,1,Ce1 Co0.875 Ni0.125 In5
9336,[23424],Ce1Co0.9Ru0.1In5,Ce1Co0.9Ru0.1In5,"{'Ce': 1.0, 'Co': 0.9, 'In': 5.0, 'Ru': 0.1}",2.25,2.25,0.0,1,Ce1 Co0.9 Ru0.1 In5
9337,[25786],Ce1Co0.91Pt0.09In4.975Hg0.025,Ce1Co0.91Pt0.09In4.975Hg0.025,"{'Ce': 1.0, 'Co': 0.91, 'Hg': 0.025, 'In': 4.975, 'Pt': 0.09}",1.4100000000000001,1.4100000000000001,0.0,1,Ce1 Co0.91 Pt0.09 In4.975 Hg0.025
9338,[25787],Ce1Co0.91Pt0.09In4.962Hg0.038,Ce1Co0.91Pt0.09In4.962Hg0.038,"{'Ce': 1.0, 'Co': 0.91, 'Hg': 0.038, 'In': 4.962, 'Pt': 0.09}",1.3599999999999999,1.3599999999999999,0.0,1,Ce1 Co0.91 Pt0.09 In4.962 Hg0.038
9339,[25788],Ce1Co0.91Pt0.09In4.938Hg0.062,Ce1Co0.91Pt0.09In4.938Hg0.062,"{'Ce': 1.0, 'Co': 0.91, 'Hg': 0.062, 'In': 4.938, 'Pt': 0.09}",1.56,1.56,0.0,1,Ce1 Co0.91 Pt0.09 In4.938 Hg0.062
9340,"[25785, 25794]",Ce1Co0.91Pt0.09In5,Ce1Co0.91Pt0.09In5,"{'Ce': 1.0, 'Co': 0.91, 'In': 5.0, 'Pt': 0.09}",1.11,1.08,0.03,2,Ce1 Co0.91 Pt0.09 In5
9341,[24821],Ce1Co0.925Ni0.075In5,Ce1Co0.925Ni0.075In5,"{'Ce': 1.0, 'Co': 0.925, 'In': 5.0, 'Ni': 0.075}",1.69,1.69,0.0,1,Ce1 Co0.925 Ni0.075 In5
9342,[12700],Ce1Rh0.07Co0.93In5,Ce1Rh0.07Co0.93In5,"{'Ce': 1.0, 'Co': 0.93, 'In': 5.0, 'Rh': 0.07}",1.8900000000000001,1.8900000000000001,0.0,1,Ce1 Rh0.07 Co0.93 In5
9343,[24820],Ce1Co0.95Ni0.05In5,Ce1Co0.95Ni0.05In5,"{'Ce': 1.0, 'Co': 0.9500000000000001, 'In': 5.0, 'Ni': 0.05}",1.8599999999999999,1.8599999999999999,0.0,1,Ce1 Co0.95 Ni0.05 In5
9344,[25793],Ce1Co0.96Pt0.04In5,Ce1Co0.96Pt0.04In5,"{'Ce': 1.0, 'Co': 0.96, 'In': 5.0, 'Pt': 0.04}",1.76,1.76,0.0,1,Ce1 Co0.96 Pt0.04 In5
9345,"[12146, 21136, 21380, 25574, 25710, 25745]",Ce1Co1Ge3,Ce1Co1Ge3,"{'Ce': 1.0, 'Co': 1.0, 'Ge': 3.0}",0.75,0.6866666667,0.0359010987,6,Ce1 Co1 Ge3
9346,[21014],Ce1Co1In4.9992Hg0.0008,Ce1Co1In4.9992Hg0.0008,"{'Ce': 1.0, 'Co': 1.0, 'Hg': 0.0008, 'In': 4.9992}",2.254,2.254,0.0,1,Ce1 Co1 In4.9992 Hg0.0008
9347,[21015],Ce1Co1In4.9976Hg0.0024,Ce1Co1In4.9976Hg0.0024,"{'Ce': 1.0, 'Co': 1.0, 'Hg': 0.0024000000000000002, 'In': 4.9976}",2.252,2.252,0.0,1,Ce1 Co1 In4.9976 Hg0.0024
9348,[25783],Ce1Co1In4.9095Sn0.0899Hg0.025,Ce1Co1In4.9095Sn0.0899Hg0.025,"{'Ce': 1.0, 'Co': 1.0, 'Hg': 0.025, 'In': 4.9095, 'Sn': 0.08990000000000001}",1.24,1.24,0.0,1,Ce1 Co1 In4.9095 Sn0.0899 Hg0.025
9349,[25649],Ce1Co1In4.9625Hg0.0375,Ce1Co1In4.9625Hg0.0375,"{'Ce': 1.0, 'Co': 1.0, 'Hg': 0.0375, 'In': 4.9625}",2.19,2.19,0.0,1,Ce1 Co1 In4.9625 Hg0.0375
9350,[25647],Ce1Co1In4.95Hg0.05,Ce1Co1In4.95Hg0.05,"{'Ce': 1.0, 'Co': 1.0, 'Hg': 0.05, 'In': 4.95}",1.73,1.73,0.0,1,Ce1 Co1 In4.95 Hg0.05
9351,[25784],Ce1Co1In4.8488Sn0.0889Hg0.062,Ce1Co1In4.8488Sn0.0889Hg0.062,"{'Ce': 1.0, 'Co': 1.0, 'Hg': 0.062, 'In': 4.8488, 'Sn': 0.0889}",0.77,0.77,0.0,1,Ce1 Co1 In4.8488 Sn0.0889 Hg0.062
9352,[25648],Ce1Co1In4.935Hg0.065,Ce1Co1In4.935Hg0.065,"{'Ce': 1.0, 'Co': 1.0, 'Hg': 0.065, 'In': 4.9350000000000005}",1.37,1.37,0.0,1,Ce1 Co1 In4.935 Hg0.065
9353,[24408],Ce1Co1In4.75Zn0.25,Ce1Co1In4.75Zn0.25,"{'Ce': 1.0, 'Co': 1.0, 'In': 4.75, 'Zn': 0.25}",1.82,1.82,0.0,1,Ce1 Co1 In4.75 Zn0.25
9354,[25791],Ce1Co1In4.85Sn0.15,Ce1Co1In4.85Sn0.15,"{'Ce': 1.0, 'Co': 1.0, 'In': 4.85, 'Sn': 0.15}",0.44,0.44,0.0,1,Ce1 Co1 In4.85 Sn0.15
9355,[21895],Ce1Co1In4.86Sn0.14,Ce1Co1In4.86Sn0.14,"{'Ce': 1.0, 'Co': 1.0, 'In': 4.86, 'Sn': 0.14}",0.556,0.556,0.0,1,Ce1 Co1 In4.86 Sn0.14
9356,[24407],Ce1Co1In4.875Zn0.125,Ce1Co1In4.875Zn0.125,"{'Ce': 1.0, 'Co': 1.0, 'In': 4.875, 'Zn': 0.125}",2.14,2.14,0.0,1,Ce1 Co1 In4.875 Zn0.125
9357,"[8239, 21894]",Ce1Co1In4.88Sn0.12,Ce1Co1In4.88Sn0.12,"{'Ce': 1.0, 'Co': 1.0, 'In': 4.88, 'Sn': 0.12}",0.93,0.87,0.06,2,Ce1 Co1 In4.88 Sn0.12
9358,[21893],Ce1Co1In4.9Sn0.1,Ce1Co1In4.9Sn0.1,"{'Ce': 1.0, 'Co': 1.0, 'In': 4.9, 'Sn': 0.1}",1.02,1.02,0.0,1,Ce1 Co1 In4.9 Sn0.1
9359,"[25782, 25790]",Ce1Co1In4.91Sn0.09,Ce1Co1In4.91Sn0.09,"{'Ce': 1.0, 'Co': 1.0, 'In': 4.91, 'Sn': 0.09}",1.22,1.205,0.015,2,Ce1 Co1 In4.91 Sn0.09
9360,[21892],Ce1Co1In4.92Sn0.08,Ce1Co1In4.92Sn0.08,"{'Ce': 1.0, 'Co': 1.0, 'In': 4.92, 'Sn': 0.08}",1.22,1.22,0.0,1,Ce1 Co1 In4.92 Sn0.08
9361,"[8238, 12688]",Ce1Co1In4.94Sn0.06,Ce1Co1In4.94Sn0.06,"{'Ce': 1.0, 'Co': 1.0, 'In': 4.94, 'Sn': 0.06}",1.57,1.565,0.005,2,Ce1 Co1 In4.94 Sn0.06
9362,[8237],Ce1Co1In4.97Sn0.03,Ce1Co1In4.97Sn0.03,"{'Ce': 1.0, 'Co': 1.0, 'In': 4.97, 'Sn': 0.03}",1.8599999999999999,1.8599999999999999,0.0,1,Ce1 Co1 In4.97 Sn0.03
9363,[25789],Ce1Co1In4.972Sn0.028,Ce1Co1In4.972Sn0.028,"{'Ce': 1.0, 'Co': 1.0, 'In': 4.9719999999999995, 'Sn': 0.028}",1.9300000000000002,1.9300000000000002,0.0,1,Ce1 Co1 In4.972 Sn0.028
9364,[22011],Ce1Co1In4.996Sn0.004,Ce1Co1In4.996Sn0.004,"{'Ce': 1.0, 'Co': 1.0, 'In': 4.996, 'Sn': 0.004}",2.21,2.21,0.0,1,Ce1 Co1 In4.996 Sn0.004
9365,"[8236, 11373, 11576, 12495, 12630, 12687, 16212, 16320, 16517, 16523, 16564, 16899, 16935, 16936, 16938, 16945, 16951, 17269, 17272, 17322, 17355, 18696, 20430, 20831, 22007, 22273, 22309, 22314, 24406, 24731, 24819, 25639, 25792, 25796, 25887]",Ce1Co1In5,Ce1Co1In5,"{'Ce': 1.0, 'Co': 1.0, 'In': 5.0}",2.325,2.2547142857,0.0762228205,35,Ce1 Co1 In5
9366,[24409],Ce1Co1In7.65Zn0.35,Ce1Co1In7.65Zn0.35,"{'Ce': 1.0, 'Co': 1.0, 'In': 7.65, 'Zn': 0.35000000000000003}",1.78,1.78,0.0,1,Ce1 Co1 In7.65 Zn0.35
9367,[25602],Ce1Co1Si3,Ce1Co1Si3,"{'Ce': 1.0, 'Co': 1.0, 'Si': 3.0}",1.4,1.4,0.0,1,Ce1 Co1 Si3
9368,"[13282, 15008]",Ce1Co1.67Ni0.33,Ce1Co1.67Ni0.33,"{'Ce': 1.0, 'Co': 1.67, 'Ni': 0.33}",0.46,0.46,0.0,2,Ce1 Co1.67 Ni0.33
9369,"[13281, 15007]",Ce1Co1.67Rh0.33,Ce1Co1.67Rh0.33,"{'Ce': 1.0, 'Co': 1.67, 'Rh': 0.33}",0.47000000000000003,0.47000000000000003,0.0,2,Ce1 Co1.67 Rh0.33
9370,[17657],Ce1Ru0.3Co1.7,Ce1Ru0.3Co1.7,"{'Ce': 1.0, 'Co': 1.7000000000000002, 'Ru': 0.30000000000000004}",0.27,0.27,0.0,1,Ce1 Ru0.3 Co1.7
9371,[17658],Ce1Ru0.2Co1.8,Ce1Ru0.2Co1.8,"{'Ce': 1.0, 'Co': 1.8, 'Ru': 0.2}",0.35000000000000003,0.35000000000000003,0.0,1,Ce1 Ru0.2 Co1.8
9372,[16526],Ce1Co1.85,Ce1Co1.85,"{'Ce': 1.0, 'Co': 1.85}",0.86,0.86,0.0,1,Ce1 Co1.85
9373,[17659],Ce1Ru0.1Co1.9,Ce1Ru0.1Co1.9,"{'Ce': 1.0, 'Co': 1.9, 'Ru': 0.1}",0.47000000000000003,0.47000000000000003,0.0,1,Ce1 Ru0.1 Co1.9
9374,[16525],Ce1Co1.95,Ce1Co1.95,"{'Ce': 1.0, 'Co': 1.9500000000000002}",0.87,0.87,0.0,1,Ce1 Co1.95
9375,"[13283, 15009, 16524, 16527, 17660]",Ce1Co2,Ce1Co2,"{'Ce': 1.0, 'Co': 2.0}",1.5,1.058,0.2831536685,5,Ce1 Co2
9376,[16883],Ce1Cu1.95Si2.01,Ce1Cu1.95Si2.01,"{'Ce': 1.0, 'Cu': 1.9500000000000002, 'Si': 2.01}",0.62,0.62,0.0,1,Ce1 Cu1.95 Si2.01
9377,[10822],Mo1Sr2Eu1.5Ce1Cu2O10,Mo1Sr2Eu1.5Ce1Cu2O10,"{'Ce': 1.0, 'Cu': 2.0, 'Eu': 1.5, 'Mo': 1.0, 'O': 10.0, 'Sr': 2.0}",23.0,23.0,0.0,1,Mo1 Sr2 Eu1.5 Ce1 Cu2 O10
9378,"[16886, 17087]",Ce1Cu2Si1.98Ge0.02,Ce1Cu2Si1.98Ge0.02,"{'Ce': 1.0, 'Cu': 2.0, 'Ge': 0.02, 'Si': 1.98}",0.54,0.52,0.02,2,Ce1 Cu2 Si1.98 Ge0.02
9379,"[16887, 17088, 17480]",Ce1Cu2Si1.96Ge0.04,Ce1Cu2Si1.96Ge0.04,"{'Ce': 1.0, 'Cu': 2.0, 'Ge': 0.04, 'Si': 1.96}",0.4,0.39,0.014142135600000001,3,Ce1 Cu2 Si1.96 Ge0.04
9380,"[16888, 17089]",Ce1Cu2Si1.92Ge0.08,Ce1Cu2Si1.92Ge0.08,"{'Ce': 1.0, 'Cu': 2.0, 'Ge': 0.08, 'Si': 1.92}",0.27,0.27,0.0,2,Ce1 Cu2 Si1.92 Ge0.08
9381,[16157],Ce1Cu2Si1.9Ge0.1,Ce1Cu2Si1.9Ge0.1,"{'Ce': 1.0, 'Cu': 2.0, 'Ge': 0.1, 'Si': 1.9}",0.2,0.2,0.0,1,Ce1 Cu2 Si1.9 Ge0.1
9382,"[16889, 17090]",Ce1Cu2Si1.88Ge0.12,Ce1Cu2Si1.88Ge0.12,"{'Ce': 1.0, 'Cu': 2.0, 'Ge': 0.12, 'Si': 1.88}",0.2,0.2,0.0,2,Ce1 Cu2 Si1.88 Ge0.12
9383,"[11680, 16156, 16890, 17091]",Ce1Cu2Si1.8Ge0.2,Ce1Cu2Si1.8Ge0.2,"{'Ce': 1.0, 'Cu': 2.0, 'Ge': 0.2, 'Si': 1.8}",0.21,0.1675,0.0349106001,4,Ce1 Cu2 Si1.8 Ge0.2
9384,[16158],Ce1Cu2Si1.7Ge0.3,Ce1Cu2Si1.7Ge0.3,"{'Ce': 1.0, 'Cu': 2.0, 'Ge': 0.30000000000000004, 'Si': 1.7000000000000002}",0.1,0.1,0.0,1,Ce1 Cu2 Si1.7 Ge0.3
9385,"[11579, 16205]",Ce1Cu2Ge2,Ce1Cu2Ge2,"{'Ce': 1.0, 'Cu': 2.0, 'Ge': 2.0}",2.0,1.32,0.68,2,Ce1 Cu2 Ge2
9386,[10821],Mo1Sr2Sm1.5Ce1Cu2O10,Mo1Sr2Sm1.5Ce1Cu2O10,"{'Ce': 1.0, 'Cu': 2.0, 'Mo': 1.0, 'O': 10.0, 'Sm': 1.5, 'Sr': 2.0}",18.0,18.0,0.0,1,Mo1 Sr2 Sm1.5 Ce1 Cu2 O10
9387,"[11383, 11384, 11529, 11580, 11679, 12743, 12744, 15927, 16359, 16884, 16885, 17092, 21313, 22484, 22903, 23458, 24953, 26188]",Ce1Cu2Si2,Ce1Cu2Si2,"{'Ce': 1.0, 'Cu': 2.0, 'Si': 2.0}",0.8,0.6453888889,0.0829478678,18,Ce1 Cu2 Si2
9388,[15700],Ce1Cu2.05Si2,Ce1Cu2.05Si2,"{'Ce': 1.0, 'Cu': 2.05, 'Si': 2.0}",0.7000000000000001,0.7000000000000001,0.0,1,Ce1 Cu2.05 Si2
9389,[16197],Ce1Cu2.53Si2,Ce1Cu2.53Si2,"{'Ce': 1.0, 'Cu': 2.5300000000000002, 'Si': 2.0}",0.62,0.62,0.0,1,Ce1 Cu2.53 Si2
9390,[21889],Mo0.25Sr2Ce1Y1Cu2.75O9+z,Mo0.25Sr2Ce1Y1Cu2.75O9,"{'Ce': 1.0, 'Cu': 2.75, 'Mo': 0.25, 'O': 9.0, 'Sr': 2.0, 'Y': 1.0}",56.0,56.0,0.0,1,Mo0.25 Sr2 Ce1 Y1 Cu2.75 O9
9391,[20140],Ce1Pt3Si0.97Ge0.03,Ce1Pt3Si0.97Ge0.03,"{'Ce': 1.0, 'Ge': 0.03, 'Pt': 3.0, 'Si': 0.97}",0.63,0.63,0.0,1,Ce1 Pt3 Si0.97 Ge0.03
9392,"[20141, 21589]",Ce1Pt3Si0.94Ge0.06,Ce1Pt3Si0.94Ge0.06,"{'Ce': 1.0, 'Ge': 0.06, 'Pt': 3.0, 'Si': 0.9400000000000001}",0.56,0.5052500000000001,0.05475000000000001,2,Ce1 Pt3 Si0.94 Ge0.06
9393,[20142],Ce1Pt3Si0.9Ge0.1,Ce1Pt3Si0.9Ge0.1,"{'Ce': 1.0, 'Ge': 0.1, 'Pt': 3.0, 'Si': 0.9}",0.31,0.31,0.0,1,Ce1 Pt3 Si0.9 Ge0.1
9394,"[11710, 11712, 16201]",Ce1Ni2Ge2,Ce1Ni2Ge2,"{'Ce': 1.0, 'Ge': 2.0, 'Ni': 2.0}",0.23,0.2166666667,0.012472191300000001,3,Ce1 Ni2 Ge2
9395,[22298],Ce1Ge2Rh1,Ce1Ge2Rh1,"{'Ce': 1.0, 'Ge': 2.0, 'Rh': 1.0}",0.45,0.45,0.0,1,Ce1 Ge2 Rh1
9396,[21551],Ce1Ir1Ge3,Ce1Ir1Ge3,"{'Ce': 1.0, 'Ge': 3.0, 'Ir': 1.0}",1.6099999999999999,1.6099999999999999,0.0,1,Ce1 Ir1 Ge3
9397,"[11401, 11714]",Ce1Ni1Ge3,Ce1Ni1Ge3,"{'Ce': 1.0, 'Ge': 3.0, 'Ni': 1.0}",0.48,0.455,0.025,2,Ce1 Ni1 Ge3
9398,[25504],Ce1Rh1Ge3,Ce1Rh1Ge3,"{'Ce': 1.0, 'Ge': 3.0, 'Rh': 1.0}",1.33,1.33,0.0,1,Ce1 Rh1 Ge3
9399,[23584],Ce1Ir1In4.973Hg0.027,Ce1Ir1In4.973Hg0.027,"{'Ce': 1.0, 'Hg': 0.027, 'In': 4.973, 'Ir': 1.0}",0.9550000000000001,0.9550000000000001,0.0,1,Ce1 Ir1 In4.973 Hg0.027
9400,[23585],Ce1Ir1In4.955Hg0.045,Ce1Ir1In4.955Hg0.045,"{'Ce': 1.0, 'Hg': 0.045, 'In': 4.955, 'Ir': 1.0}",0.993,0.993,0.0,1,Ce1 Ir1 In4.955 Hg0.045
9401,[23586],Ce1Ir1In4.946Hg0.054,Ce1Ir1In4.946Hg0.054,"{'Ce': 1.0, 'Hg': 0.054, 'In': 4.946, 'Ir': 1.0}",0.47600000000000003,0.47600000000000003,0.0,1,Ce1 Ir1 In4.946 Hg0.054
9402,"[16140, 16196, 16529]",Ce1In3,Ce1In3,"{'Ce': 1.0, 'In': 3.0}",0.2,0.1733333333,0.0205480467,3,Ce1 In3
9403,[20488],Ce1Rh1In4.84Sn0.16,Ce1Rh1In4.84Sn0.16,"{'Ce': 1.0, 'In': 4.84, 'Rh': 1.0, 'Sn': 0.16}",1.2,1.2,0.0,1,Ce1 Rh1 In4.84 Sn0.16
9404,[23589],Ce1Ir1In4.97Sn0.03,Ce1Ir1In4.97Sn0.03,"{'Ce': 1.0, 'In': 4.97, 'Ir': 1.0, 'Sn': 0.03}",0.66,0.66,0.0,1,Ce1 Ir1 In4.97 Sn0.03
9405,[23588],Ce1Ir1In4.986Sn0.014,Ce1Ir1In4.986Sn0.014,"{'Ce': 1.0, 'In': 4.986, 'Ir': 1.0, 'Sn': 0.014}",0.8,0.8,0.0,1,Ce1 Ir1 In4.986 Sn0.014
9406,[23587],Ce1Ir1In4.996Sn0.004,Ce1Ir1In4.996Sn0.004,"{'Ce': 1.0, 'In': 4.996, 'Ir': 1.0, 'Sn': 0.004}",1.043,1.043,0.0,1,Ce1 Ir1 In4.996 Sn0.004
9407,[11869],Ce1Rh0.9Ir0.1In5,Ce1Rh0.9Ir0.1In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 0.1, 'Rh': 0.9}",2.04,2.04,0.0,1,Ce1 Rh0.9 Ir0.1 In5
9408,[11870],Ce1Rh0.75Ir0.25In5,Ce1Rh0.75Ir0.25In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 0.25, 'Rh': 0.75}",1.8399999999999999,1.8399999999999999,0.0,1,Ce1 Rh0.75 Ir0.25 In5
9409,[17545],Ce1Rh0.65Ir0.35In5,Ce1Rh0.65Ir0.35In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 0.35000000000000003, 'Rh': 0.65}",0.22,0.22,0.0,1,Ce1 Rh0.65 Ir0.35 In5
9410,[16316],Ce1Rh0.6Ir0.4In5,Ce1Rh0.6Ir0.4In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 0.4, 'Rh': 0.6000000000000001}",0.62,0.62,0.0,1,Ce1 Rh0.6 Ir0.4 In5
9411,[17546],Ce1Rh0.55Ir0.45In5,Ce1Rh0.55Ir0.45In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 0.45, 'Rh': 0.55}",0.9400000000000001,0.9400000000000001,0.0,1,Ce1 Rh0.55 Ir0.45 In5
9412,"[11871, 16317, 16943, 17547]",Ce1Rh0.5Ir0.5In5,Ce1Rh0.5Ir0.5In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 0.5, 'Rh': 0.5}",0.97,0.875,0.0672681202,4,Ce1 Rh0.5 Ir0.5 In5
9413,[17548],Ce1Rh0.45Ir0.55In5,Ce1Rh0.45Ir0.55In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 0.55, 'Rh': 0.45}",0.8200000000000001,0.8200000000000001,0.0,1,Ce1 Rh0.45 Ir0.55 In5
9414,[11753],Ce1Rh0.4Ir0.6In5,Ce1Rh0.4Ir0.6In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 0.6000000000000001, 'Rh': 0.4}",0.91,0.91,0.0,1,Ce1 Rh0.4 Ir0.6 In5
9415,[11754],Ce1Rh0.3Ir0.7In5,Ce1Rh0.3Ir0.7In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 0.7000000000000001, 'Rh': 0.30000000000000004}",1.2,1.2,0.0,1,Ce1 Rh0.3 Ir0.7 In5
9416,"[16318, 16941, 17549]",Ce1Rh0.25Ir0.75In5,Ce1Rh0.25Ir0.75In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 0.75, 'Rh': 0.25}",0.64,0.6333333333,0.0094280904,3,Ce1 Rh0.25 Ir0.75 In5
9417,[11755],Ce1Rh0.2Ir0.8In5,Ce1Rh0.2Ir0.8In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 0.8, 'Rh': 0.2}",0.67,0.67,0.0,1,Ce1 Rh0.2 Ir0.8 In5
9418,[11756],Ce1Rh0.1Ir0.9In5,Ce1Rh0.1Ir0.9In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 0.9, 'Rh': 0.1}",0.35000000000000003,0.35000000000000003,0.0,1,Ce1 Rh0.1 Ir0.9 In5
9419,[23592],Ce1Ir0.956Pt0.044In5,Ce1Ir0.956Pt0.044In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 0.9560000000000001, 'Pt': 0.044}",0.429,0.429,0.0,1,Ce1 Ir0.956 Pt0.044 In5
9420,[23591],Ce1Ir0.978Pt0.022In5,Ce1Ir0.978Pt0.022In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 0.978, 'Pt': 0.022}",0.734,0.734,0.0,1,Ce1 Ir0.978 Pt0.022 In5
9421,[23590],Ce1Ir0.987Pt0.013In5,Ce1Ir0.987Pt0.013In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 0.987, 'Pt': 0.013000000000000001}",0.897,0.897,0.0,1,Ce1 Ir0.987 Pt0.013 In5
9422,"[8235, 11757, 16182, 16204, 16209, 16211, 16319, 16934, 16939, 16940, 17085, 17268, 17271, 18695, 20832, 21131, 23582]",Ce1Ir1In5,Ce1Ir1In5,"{'Ce': 1.0, 'In': 5.0, 'Ir': 1.0}",1.3,0.5525294118,0.3270204379,17,Ce1 Ir1 In5
9423,"[11378, 11873, 16188, 16210, 16218, 16528, 16559, 16678, 16937, 17084, 18694, 20373, 25575, 25576, 25577, 25578, 25579, 25580]",Ce1Rh1In5,Ce1Rh1In5,"{'Ce': 1.0, 'In': 5.0, 'Rh': 1.0}",2.258,1.9638333333,0.5253170736,18,Ce1 Rh1 In5
9424,[21591],Ce1Pt2In7,Ce1Pt2In7,"{'Ce': 1.0, 'In': 7.0, 'Pt': 2.0}",2.1,2.1,0.0,1,Ce1 Pt2 In7
9425,"[11713, 12203, 20092, 22482, 24818, 25623, 25671, 25672]",Ce1Ir1Si3,Ce1Ir1Si3,"{'Ce': 1.0, 'Ir': 1.0, 'Si': 3.0}",1.6,1.5462500000000001,0.06613197030000001,8,Ce1 Ir1 Si3
9426,"[13280, 25588]",Ce1Ir3,Ce1Ir3,"{'Ce': 1.0, 'Ir': 3.0}",3.4,3.37,0.03,2,Ce1 Ir3
9427,[13288],Ce1Ir5,Ce1Ir5,"{'Ce': 1.0, 'Ir': 5.0}",1.82,1.82,0.0,1,Ce1 Ir5
9428,[20367],Ce1Pt2.94Ni0.06Si1,Ce1Pt2.94Ni0.06Si1,"{'Ce': 1.0, 'Ni': 0.06, 'Pt': 2.94, 'Si': 1.0}",0.545,0.545,0.0,1,Ce1 Pt2.94 Ni0.06 Si1
9429,[20368],Ce1Pt2.82Ni0.18Si1,Ce1Pt2.82Ni0.18Si1,"{'Ce': 1.0, 'Ni': 0.18, 'Pt': 2.8200000000000003, 'Si': 1.0}",0.47300000000000003,0.47300000000000003,0.0,1,Ce1 Pt2.82 Ni0.18 Si1
9430,"[11711, 16139, 16200, 16276, 16949]",Ce1Pd2Si2,Ce1Pd2Si2,"{'Ce': 1.0, 'Pd': 2.0, 'Si': 2.0}",0.52,0.421,0.053141321000000005,5,Ce1 Pd2 Si2
9431,[13285],Ce1Pt0.1Ru1.9,Ce1Pt0.1Ru1.9,"{'Ce': 1.0, 'Pt': 0.1, 'Ru': 1.9}",4.08,4.08,0.0,1,Ce1 Pt0.1 Ru1.9
9432,[13293],Ce1Pt0.2Ru1.8,Ce1Pt0.2Ru1.8,"{'Ce': 1.0, 'Pt': 0.2, 'Ru': 1.8}",3.4,3.4,0.0,1,Ce1 Pt0.2 Ru1.8
9433,"[21048, 22299]",Ce1Pt1Si2,Ce1Pt1Si2,"{'Ce': 1.0, 'Pt': 1.0, 'Si': 2.0}",0.14,0.14,0.0,2,Ce1 Pt1 Si2
